year,loan_limit,gender,approv_in_adv,loan_type,loan_purpose,credit_worthiness,open_credit,business_or_commercial,loan_amount,rate_of_interest,interest_rate_spread,upfront_charges,term,neg_ammortization,interest_only,lump_sum_payment,property_value,construction_type,occupancy_type,secured_by,total_units,income,credit_type,credit_score,co-applicant_credit_type,age,submission_of_application,ltv,region,security_type,status,dtir1
2019,cf,Sex Not Available,nopre,type2,p4,l1,nopc,b/c,386500,,,,360.0,not_neg,not_int,lpsm,408000.0,sb,pr,home,1U,9840.0,CIB,794,EXP,65-74,to_inst,94.73039216,south,direct,1,44.0
2019,cf,Female,nopre,type1,p1,l1,nopc,nob/c,156500,3.875,0.2482,1189.5,360.0,not_neg,not_int,not_lpsm,518000.0,sb,pr,home,1U,4860.0,CRIF,562,CIB,45-54,not_inst,30.21235521,central,direct,0,35.0
2019,cf,Male,nopre,type3,p4,l1,nopc,nob/c,276500,2.99,-0.7492,1682.47,360.0,not_neg,not_int,not_lpsm,358000.0,sb,pr,home,1U,,EXP,547,CIB,55-64,to_inst,77.23463687,North,direct,0,
2019,cf,Sex Not Available,nopre,type3,p4,l1,nopc,nob/c,266500,3.625,0.0516,0.0,360.0,not_neg,not_int,not_lpsm,278000.0,sb,pr,home,1U,,CRIF,625,CIB,35-44,to_inst,95.86330935,south,direct,0,
2019,cf,Joint,pre,type2,p1,l1,nopc,b/c,126500,,,,360.0,not_neg,not_int,not_lpsm,128000.0,sb,pr,home,1U,5760.0,EXP,525,EXP,55-64,to_inst,98.828125,south,direct,1,35.0
2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,276500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,2640.0,EQUI,610,EXP,55-64,not_inst,,south,direct,1,
2019,ncf,Sex Not Available,nopre,type3,p4,l1,nopc,nob/c,726500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,0.0,EQUI,675,EXP,35-44,not_inst,,south,direct,1,
2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,486500,,,,360.0,neg_amm,not_int,not_lpsm,588000.0,sb,ir,home,1U,11460.0,CIB,815,CIB,45-54,to_inst,82.73809524,south,direct,1,58.0
2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,596500,,,,360.0,not_neg,int_only,not_lpsm,,sb,pr,home,1U,10320.0,EQUI,693,EXP,45-54,to_inst,,North,direct,1,
2019,cf,Male,pre,type1,p2,l1,nopc,nob/c,316500,,,,360.0,not_neg,not_int,not_lpsm,578000.0,sb,ir,home,1U,6540.0,EXP,725,EXP,35-44,not_inst,54.75778547,south,direct,1,57.0
2019,cf,Sex Not Available,nopre,type3,p3,l1,nopc,nob/c,76500,,,,180.0,not_neg,not_int,not_lpsm,108000.0,sb,pr,home,1U,2400.0,EXP,647,CIB,65-74,to_inst,70.83333333,south,direct,1,39.0
2019,cf,Sex Not Available,nopre,type2,p4,l1,nopc,b/c,196500,3.49,0.3596,0.0,360.0,not_neg,not_int,not_lpsm,258000.0,sb,pr,home,1U,,CRIF,673,CIB,55-64,to_inst,76.1627907,south,direct,0,
2019,cf,Male,nopre,type3,p4,l1,nopc,nob/c,606500,2.875,-0.6529,6323.51,360.0,not_neg,not_int,not_lpsm,908000.0,sb,pr,home,1U,,EXP,589,CIB,25-34,not_inst,66.79515419,North,direct,0,
2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,346500,,,,360.0,not_neg,not_int,lpsm,438000.0,sb,pr,home,1U,10500.0,EXP,801,EXP,35-44,not_inst,79.10958904,south,direct,1,31.0
2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,386500,5.125,0.6518,0.0,360.0,neg_amm,not_int,not_lpsm,508000.0,sb,pr,home,1U,6000.0,CRIF,885,EXP,55-64,not_inst,76.08267717,North,direct,0,44.0
2019,cf,Joint,nopre,type1,p1,l1,nopc,nob/c,306500,3.99,0.3521,1250.0,360.0,not_neg,not_int,not_lpsm,388000.0,sb,pr,home,1U,12060.0,CIB,600,EXP,25-34,to_inst,78.99484536,North,direct,0,16.0
2019,cf,Female,pre,type1,p1,l1,nopc,nob/c,346500,3.75,0.1667,1275.51,360.0,not_neg,not_int,not_lpsm,368000.0,sb,pr,home,1U,3600.0,CIB,522,CIB,25-34,not_inst,94.1576087,south,direct,0,45.0
2019,cf,Joint,pre,type1,p3,l1,nopc,nob/c,286500,4.99,1.2837,3761.25,360.0,not_neg,not_int,not_lpsm,418000.0,sb,pr,home,1U,8640.0,EXP,648,EXP,35-44,to_inst,68.54066986,south,direct,0,30.0
2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,226500,4.25,0.6709,3990.0,180.0,not_neg,not_int,not_lpsm,288000.0,sb,pr,home,1U,5280.0,CIB,844,EXP,55-64,to_inst,78.64583333,North,direct,0,28.0
2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,456500,3.625,0.1684,0.0,360.0,not_neg,not_int,not_lpsm,528000.0,sb,pr,home,1U,8820.0,CRIF,684,EXP,25-34,not_inst,86.45833333,central,direct,0,38.0
2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,586500,3.625,-0.1446,38.93,360.0,not_neg,not_int,not_lpsm,738000.0,sb,pr,home,1U,8760.0,CRIF,868,EXP,35-44,not_inst,79.47154472,North,direct,0,37.0
2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,476500,3.875,-0.243,2407.09,360.0,not_neg,not_int,not_lpsm,688000.0,sb,pr,home,1U,6360.0,CIB,779,CIB,45-54,not_inst,69.25872093,south,direct,0,42.0
2019,ncf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,586500,4.875,0.8781,7069.0,360.0,not_neg,not_int,not_lpsm,748000.0,sb,pr,home,1U,9840.0,CRIF,546,EXP,55-64,to_inst,78.40909091,south,direct,0,45.0
2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,286500,3.875,0.195,4680.91,360.0,not_neg,not_int,lpsm,368000.0,sb,pr,home,1U,7380.0,CIB,614,EXP,45-54,not_inst,77.85326087,North,direct,0,37.0
2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,576500,4.75,0.4355,4000.0,360.0,neg_amm,not_int,not_lpsm,958000.0,sb,pr,home,1U,8220.0,EXP,680,EXP,45-54,to_inst,60.17745303,south,direct,0,36.0
2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,356500,3.5,-0.0235,814.4,360.0,not_neg,not_int,not_lpsm,418000.0,sb,pr,home,1U,6780.0,CIB,503,EXP,45-54,not_inst,85.28708134,south,direct,0,20.0
2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,96500,3.99,0.7983,4103.6,360.0,not_neg,not_int,not_lpsm,128000.0,sb,ir,home,1U,9180.0,CRIF,809,CIB,55-64,not_inst,75.390625,south,direct,0,31.0
2019,cf,Joint,nopre,type3,p1,l1,nopc,nob/c,596500,4.125,0.28,0.0,360.0,not_neg,not_int,not_lpsm,578000.0,sb,pr,home,1U,9540.0,CRIF,892,EXP,55-64,not_inst,103.200692,North,direct,0,33.0
2019,cf,Sex Not Available,nopre,type2,p4,l1,nopc,b/c,286500,4.125,1.3787,0.0,360.0,not_neg,not_int,not_lpsm,308000.0,sb,pr,home,1U,,EXP,591,EXP,55-64,to_inst,93.01948052,south,direct,0,
2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,426500,,,,300.0,neg_amm,not_int,not_lpsm,478000.0,sb,pr,home,1U,3960.0,CRIF,669,CIB,25-34,not_inst,89.22594142,North,direct,1,49.0
2019,cf,Male,pre,type1,p4,l1,nopc,nob/c,636500,4.375,-0.0391,5100.0,360.0,neg_amm,not_int,not_lpsm,868000.0,sb,pr,home,1U,7380.0,EXP,828,CIB,45-54,not_inst,73.32949309,south,direct,0,47.0
2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,206500,4.5,0.3353,5740.0,360.0,neg_amm,not_int,not_lpsm,708000.0,sb,pr,home,1U,4260.0,EXP,887,CIB,65-74,to_inst,29.16666667,North,direct,0,30.0
2019,cf,Joint,,type2,p1,l1,nopc,b/c,406500,4.5,1.1911,0.0,360.0,not_neg,not_int,not_lpsm,418000.0,sb,pr,home,1U,6960.0,CIB,869,EXP,<25,not_inst,97.24880383,North,direct,0,45.0
2019,,Male,pre,type1,p1,l1,nopc,nob/c,226500,4.125,0.7775,6270.0,360.0,not_neg,not_int,not_lpsm,288000.0,sb,pr,home,1U,6300.0,CIB,625,CIB,55-64,to_inst,78.64583333,North,direct,0,43.0
2019,cf,Sex Not Available,pre,type1,p3,l1,nopc,nob/c,236500,3.99,0.3782,3875.0,360.0,not_neg,not_int,not_lpsm,488000.0,sb,pr,home,1U,7020.0,CIB,537,EXP,45-54,to_inst,48.46311475,south,direct,0,30.0
2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,306500,3.99,0.9672,4611.18,240.0,not_neg,not_int,not_lpsm,388000.0,sb,pr,home,1U,8040.0,EXP,698,EXP,25-34,to_inst,78.99484536,south,direct,0,39.0
2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,646500,3.625,0.0347,739.96,360.0,not_neg,not_int,not_lpsm,868000.0,sb,pr,home,1U,6480.0,CRIF,742,EXP,45-54,not_inst,74.48156682,North,direct,0,41.0
2019,cf,Sex Not Available,nopre,type2,p3,l1,nopc,b/c,126500,3.5,0.8102,3006.23,360.0,not_neg,not_int,not_lpsm,178000.0,sb,pr,home,1U,1920.0,CRIF,890,EXP,55-64,to_inst,71.06741573,south,direct,0,43.0
2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,386500,3.625,0.0465,1713.4,360.0,not_neg,not_int,not_lpsm,408000.0,sb,pr,home,1U,6840.0,CRIF,790,CIB,25-34,not_inst,94.73039216,North,direct,0,27.0
2019,cf,Sex Not Available,nopre,type2,p1,l1,nopc,b/c,116500,4.5,1.7296,3193.12,360.0,neg_amm,not_int,not_lpsm,118000.0,sb,pr,home,1U,2100.0,EXP,818,CIB,55-64,to_inst,98.72881356,south,direct,0,36.0
2019,ncf,Male,nopre,type3,p1,l1,nopc,nob/c,496500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,11280.0,EQUI,645,EXP,35-44,not_inst,,North,direct,1,
2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,96500,4.125,0.6867,3090.95,360.0,not_neg,not_int,not_lpsm,168000.0,sb,pr,home,1U,1020.0,CIB,674,CIB,65-74,to_inst,57.44047619,south,direct,0,49.0
2019,cf,Sex Not Available,pre,type1,p3,l1,nopc,nob/c,236500,4.25,0.0248,3458.8,360.0,not_neg,not_int,not_lpsm,448000.0,sb,pr,home,1U,3900.0,CIB,512,EXP,55-64,to_inst,52.79017857,south,direct,0,36.0
2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,126500,4.375,0.2117,4022.5,360.0,not_neg,not_int,not_lpsm,198000.0,sb,pr,home,1U,3000.0,EXP,586,CIB,25-34,to_inst,63.88888889,North,direct,0,32.0
2019,cf,Male,pre,type1,p1,l1,nopc,nob/c,206500,3.99,0.4407,4953.06,360.0,not_neg,not_int,not_lpsm,288000.0,sb,pr,home,1U,4200.0,EXP,548,CIB,25-34,to_inst,71.70138889,North,direct,0,34.0
2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,206500,3.125,0.2572,4272.0,180.0,not_neg,not_int,not_lpsm,298000.0,sb,pr,home,1U,6480.0,EXP,707,CIB,45-54,not_inst,69.29530201,south,direct,0,35.0
2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,246500,5.875,1.4845,2368.75,360.0,not_neg,not_int,not_lpsm,328000.0,sb,ir,home,1U,7980.0,EXP,599,CIB,55-64,to_inst,75.15243902,south,direct,0,47.0
2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,96500,,,,300.0,neg_amm,not_int,not_lpsm,188000.0,sb,pr,home,1U,2040.0,CIB,593,CIB,65-74,to_inst,51.32978723,south,direct,1,54.0
2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,706500,4.875,1.2056,13775.0,360.0,not_neg,not_int,not_lpsm,1058000.0,sb,ir,home,3U,9420.0,CIB,845,CIB,35-44,to_inst,66.77693762,south,direct,0,45.0
2019,cf,Female,nopre,type2,p3,l1,nopc,b/c,646500,,,,360.0,neg_amm,not_int,not_lpsm,758000.0,sb,pr,home,1U,14700.0,EXP,539,CIB,55-64,to_inst,85.29023747,North,direct,1,36.0
2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,326500,3.875,0.3542,5483.31,360.0,not_neg,not_int,not_lpsm,338000.0,sb,pr,home,1U,13500.0,CIB,761,CIB,35-44,to_inst,96.59763314,south,direct,0,20.0
2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,486500,4.5,0.0465,189.1,360.0,neg_amm,not_int,not_lpsm,648000.0,sb,pr,home,1U,7020.0,EXP,841,CIB,25-34,not_inst,75.07716049,North,direct,0,48.0
2019,cf,Sex Not Available,pre,type1,p3,l1,nopc,nob/c,306500,4.75,0.5188,5398.75,360.0,neg_amm,not_int,not_lpsm,418000.0,sb,pr,home,1U,6840.0,CRIF,702,CIB,65-74,to_inst,73.32535885,south,direct,0,22.0
2019,cf,Joint,nopre,type1,p1,l1,nopc,nob/c,676500,3.5,0.1262,7338.0,360.0,not_neg,not_int,not_lpsm,738000.0,sb,pr,home,1U,12840.0,CIB,722,EXP,35-44,not_inst,91.66666667,North,direct,0,35.0
2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,356500,3.375,-0.0653,11906.75,360.0,not_neg,int_only,not_lpsm,658000.0,sb,pr,home,1U,3540.0,EXP,749,EXP,45-54,to_inst,54.17933131,south,direct,0,40.0
2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,256500,3.5,-0.0102,2862.41,360.0,not_neg,not_int,not_lpsm,378000.0,sb,pr,home,1U,3900.0,CRIF,549,CIB,55-64,to_inst,67.85714286,south,direct,0,34.0
2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,106500,4.75,1.111,2140.0,360.0,not_neg,not_int,not_lpsm,178000.0,sb,pr,home,1U,1320.0,CRIF,597,CIB,65-74,to_inst,59.83146067,south,direct,0,42.0
2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,206500,,,,180.0,not_neg,not_int,lpsm,,sb,pr,home,1U,2880.0,EQUI,624,EXP,55-64,to_inst,,south,direct,1,
2019,cf,Joint,nopre,type1,p1,l1,nopc,nob/c,56500,4.5,1.0844,1625.0,360.0,not_neg,not_int,not_lpsm,218000.0,sb,pr,home,1U,3780.0,CRIF,671,EXP,65-74,to_inst,25.91743119,North,direct,0,42.0
2019,cf,Female,pre,type2,p4,l1,nopc,b/c,256500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,0.0,EQUI,582,EXP,35-44,to_inst,,North,direct,1,
2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,286500,,,,360.0,not_neg,not_int,not_lpsm,608000.0,sb,ir,home,4U,4500.0,CRIF,576,CIB,35-44,not_inst,47.12171053,south,direct,1,38.0
2019,cf,Joint,nopre,type1,p1,l1,nopc,nob/c,526500,4.125,0.6527,2217.23,360.0,not_neg,int_only,not_lpsm,598000.0,sb,pr,home,1U,10260.0,EXP,543,EXP,35-44,not_inst,88.04347826,south,direct,0,27.0
2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,86500,,,,360.0,not_neg,not_int,not_lpsm,428000.0,sb,pr,home,2U,1620.0,CRIF,704,CIB,65-74,to_inst,20.21028037,North,direct,1,37.0
2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,186500,,,,360.0,not_neg,not_int,not_lpsm,288000.0,sb,pr,home,1U,4740.0,CIB,743,CIB,65-74,to_inst,64.75694444,North,direct,1,30.0
2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,226500,,,,360.0,neg_amm,not_int,not_lpsm,,sb,pr,home,1U,3180.0,EQUI,641,EXP,55-64,not_inst,,North,direct,1,
2019,cf,Male,nopre,type2,p3,l1,nopc,b/c,236500,3.99,1.3059,5524.05,360.0,not_neg,not_int,not_lpsm,298000.0,sb,pr,home,1U,3480.0,EXP,548,CIB,25-34,to_inst,79.36241611,south,direct,0,47.0
2019,ncf,Male,pre,type1,p3,l1,nopc,nob/c,196500,4.875,0.8327,1548.0,360.0,not_neg,not_int,not_lpsm,438000.0,sb,pr,home,1U,1920.0,CIB,618,CIB,55-64,not_inst,44.8630137,central,direct,0,44.0
2019,cf,Male,nopre,type3,p1,l1,nopc,nob/c,226500,4.125,-0.1014,,360.0,not_neg,not_int,not_lpsm,228000.0,sb,pr,home,1U,2160.0,CIB,862,CIB,65-74,to_inst,99.34210526,North-East,direct,0,54.0
2019,ncf,Male,pre,type1,p3,l1,nopc,nob/c,226500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,4200.0,EQUI,672,EXP,35-44,to_inst,,North,direct,1,
2019,ncf,Joint,nopre,type3,p3,l1,nopc,nob/c,556500,4.375,-0.1128,3460.0,324.0,neg_amm,not_int,not_lpsm,638000.0,sb,pr,home,1U,9840.0,CIB,641,EXP,65-74,to_inst,87.22570533,North,direct,0,39.0
2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,306500,3.625,0.0786,1792.0,360.0,not_neg,not_int,not_lpsm,508000.0,sb,pr,home,1U,7740.0,EXP,614,CIB,35-44,not_inst,60.33464567,south,direct,0,26.0
2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,386500,3.625,0.132,13164.39,360.0,not_neg,not_int,not_lpsm,508000.0,sb,pr,home,1U,9420.0,CIB,859,EXP,35-44,to_inst,76.08267717,south,direct,0,31.0
2019,cf,Joint,pre,type1,p1,l2,nopc,nob/c,286500,4.875,1.4738,5200.88,360.0,not_neg,not_int,not_lpsm,318000.0,sb,sr,home,1U,11880.0,CRIF,799,EXP,55-64,to_inst,90.09433962,North,direct,0,47.0
2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,256500,3.875,0.2002,2375.38,360.0,not_neg,not_int,not_lpsm,338000.0,sb,pr,home,1U,3840.0,CRIF,531,CIB,35-44,not_inst,75.88757396,south,direct,0,33.0
2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,356500,3.99,0.1451,11348.44,360.0,not_neg,not_int,not_lpsm,558000.0,sb,pr,home,1U,4320.0,CIB,604,EXP,55-64,to_inst,63.88888889,central,direct,0,37.0
2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,116500,4.99,1.0407,2537.75,360.0,neg_amm,not_int,not_lpsm,118000.0,sb,pr,home,1U,2880.0,EXP,784,CIB,65-74,to_inst,98.72881356,North,direct,0,43.0
2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,216500,3.99,0.309,0.0,360.0,not_neg,int_only,not_lpsm,378000.0,sb,pr,home,1U,5100.0,CRIF,681,EXP,>74,not_inst,57.27513228,North,direct,0,40.0
2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,126500,,,,300.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,1740.0,EQUI,756,EXP,>74,to_inst,,North,direct,1,
2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,506500,2.975,-0.422,41.32,324.0,neg_amm,not_int,not_lpsm,1758000.0,sb,pr,home,1U,33300.0,CIB,507,EXP,55-64,to_inst,28.81114903,North,direct,0,6.0
2019,cf,Joint,nopre,type1,p1,l1,nopc,nob/c,146500,3.625,0.0582,536.77,360.0,not_neg,not_int,not_lpsm,168000.0,sb,pr,home,1U,3060.0,EXP,732,EXP,55-64,not_inst,87.20238095,North,direct,0,34.0
2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,406500,4.0,0.308,4550.0,360.0,not_neg,not_int,not_lpsm,668000.0,sb,ir,home,1U,8940.0,CIB,757,EXP,45-54,not_inst,60.85329341,North,direct,0,49.0
2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,476500,3.99,0.3533,7291.6,360.0,neg_amm,not_int,not_lpsm,598000.0,sb,pr,home,1U,10560.0,CRIF,775,CIB,45-54,to_inst,79.68227425,North,direct,0,27.0
2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,416500,4.375,0.005,1061.39,360.0,not_neg,not_int,not_lpsm,528000.0,sb,pr,home,1U,4680.0,EXP,771,EXP,45-54,not_inst,78.88257576,south,direct,0,43.0
2019,cf,Male,nopre,type3,p4,l1,nopc,nob/c,406500,2.99,-0.6446,2501.15,360.0,not_neg,not_int,not_lpsm,548000.0,sb,pr,home,1U,,CIB,697,CIB,35-44,to_inst,74.17883212,central,direct,0,
2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,316500,3.99,0.3809,,360.0,not_neg,not_int,not_lpsm,628000.0,sb,pr,home,1U,3360.0,EXP,677,CIB,65-74,to_inst,50.39808917,North,direct,0,41.0
2019,cf,Joint,pre,type2,p3,l1,nopc,b/c,246500,3.5,0.8503,4835.94,360.0,not_neg,not_int,not_lpsm,328000.0,sb,pr,home,1U,3660.0,CRIF,680,EXP,65-74,to_inst,75.15243902,North,direct,0,48.0
2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,166500,3.5,0.0409,6314.84,360.0,not_neg,not_int,not_lpsm,418000.0,sb,pr,home,1U,2700.0,CIB,838,CIB,55-64,to_inst,39.83253589,south,direct,0,49.0
2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,636500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,8160.0,EQUI,703,EXP,65-74,not_inst,,central,direct,1,
2019,cf,Joint,pre,type3,p1,l1,nopc,nob/c,236500,4.375,0.283,3844.05,360.0,not_neg,not_int,not_lpsm,228000.0,sb,pr,home,1U,5760.0,EXP,594,EXP,25-34,to_inst,103.7280702,North,direct,0,35.0
2019,cf,Female,nopre,type2,p1,l1,nopc,b/c,176500,4.125,1.155,825.0,360.0,not_neg,not_int,not_lpsm,178000.0,sb,pr,home,1U,6360.0,EXP,891,CIB,55-64,not_inst,99.15730337,North,direct,0,23.0
2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,196500,4.25,0.364,2452.33,360.0,not_neg,not_int,not_lpsm,208000.0,sb,pr,home,1U,3480.0,CIB,783,CIB,35-44,not_inst,94.47115385,North,direct,0,37.0
2019,cf,Sex Not Available,pre,type1,p3,l1,nopc,nob/c,156500,4.75,1.4322,4221.24,360.0,not_neg,not_int,not_lpsm,228000.0,sb,ir,home,1U,5580.0,EXP,777,EXP,>74,to_inst,68.64035088,south,direct,0,45.0
2019,cf,Joint,nopre,type1,p1,l1,nopc,nob/c,416500,4.56,0.0679,1150.0,360.0,not_neg,not_int,not_lpsm,438000.0,sb,pr,home,1U,4860.0,EXP,777,EXP,25-34,to_inst,95.0913242,North,direct,0,46.0
2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,376500,3.875,0.409,0.0,360.0,not_neg,not_int,not_lpsm,408000.0,sb,pr,home,1U,4380.0,EXP,594,CIB,35-44,not_inst,92.27941176,North,direct,0,44.0
2019,cf,Female,nopre,type1,p1,l1,nopc,nob/c,456500,3.625,0.2067,1643.0,360.0,not_neg,not_int,not_lpsm,508000.0,sb,pr,home,1U,5280.0,CIB,603,CIB,45-54,not_inst,89.86220472,south,direct,0,46.0
2019,cf,Male,nopre,type1,p1,l2,nopc,nob/c,186500,,,,300.0,neg_amm,not_int,not_lpsm,228000.0,sb,pr,home,1U,4560.0,CRIF,867,EXP,>74,to_inst,81.79824561,North,direct,1,37.0
2019,cf,Sex Not Available,pre,type1,p1,l1,nopc,nob/c,56500,4.625,0.6416,1962.5,360.0,not_neg,not_int,not_lpsm,138000.0,sb,pr,home,1U,1500.0,EXP,587,CIB,65-74,to_inst,40.94202899,south,direct,0,38.0
2019,cf,Sex Not Available,nopre,type3,p3,l1,nopc,nob/c,136500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,3900.0,EQUI,812,EXP,55-64,to_inst,,south,direct,1,
2019,cf,Joint,pre,type1,p4,l1,nopc,nob/c,286500,4.25,0.9081,9476.81,360.0,not_neg,not_int,not_lpsm,408000.0,sb,pr,home,1U,6420.0,CIB,521,EXP,55-64,to_inst,70.22058824,central,direct,0,34.0
2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,266500,,,,360.0,not_neg,not_int,not_lpsm,588000.0,sb,pr,home,1U,8280.0,CRIF,855,CIB,45-54,not_inst,45.32312925,North,direct,1,14.0
2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,486500,3.75,-0.1276,5446.03,360.0,not_neg,not_int,not_lpsm,758000.0,sb,pr,home,1U,7740.0,CIB,558,CIB,45-54,to_inst,64.18205805,North,direct,0,47.0
2019,cf,Male,pre,type1,p1,l1,nopc,nob/c,326500,4.125,0.6302,879.68,360.0,not_neg,not_int,not_lpsm,338000.0,sb,pr,home,1U,6180.0,CRIF,549,CIB,45-54,not_inst,96.59763314,south,direct,0,41.0
2019,cf,Male,nopre,type2,p3,l1,nopc,b/c,136500,4.99,1.1829,1261.17,360.0,not_neg,not_int,not_lpsm,158000.0,sb,pr,home,1U,3600.0,EXP,823,CIB,45-54,to_inst,86.39240506,North,direct,0,45.0
2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,446500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,8040.0,EQUI,894,EXP,65-74,to_inst,,North,direct,1,
2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,86500,4.75,1.006,3011.88,360.0,not_neg,not_int,not_lpsm,158000.0,sb,pr,home,1U,2340.0,CIB,818,EXP,65-74,to_inst,54.74683544,North,direct,0,36.0
2019,cf,Female,nopre,type2,p3,l2,nopc,b/c,126500,4.125,0.9512,3132.55,360.0,not_neg,not_int,not_lpsm,168000.0,sb,pr,home,1U,2340.0,EXP,871,CIB,>74,to_inst,75.29761905,North,direct,0,48.0
2019,cf,Sex Not Available,pre,type3,p4,l1,nopc,nob/c,166500,3.25,-0.1584,4125.49,360.0,not_neg,not_int,not_lpsm,168000.0,sb,pr,home,1U,,EXP,850,CIB,55-64,to_inst,99.10714286,south,direct,0,
2019,cf,Male,nopre,type2,p3,l1,nopc,b/c,96500,,,,360.0,not_neg,not_int,not_lpsm,88000.0,sb,pr,home,1U,5280.0,CIB,836,CIB,45-54,to_inst,109.6590909,North,direct,1,35.0
2019,cf,Male,nopre,type1,p4,l2,nopc,nob/c,336500,4.125,-0.1011,0.0,360.0,not_neg,not_int,not_lpsm,598000.0,sb,pr,home,1U,8100.0,CRIF,645,CIB,45-54,not_inst,56.27090301,North,direct,0,14.0
2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,166500,4.25,0.8292,4962.5,360.0,not_neg,not_int,not_lpsm,278000.0,sb,pr,home,1U,5160.0,CIB,887,EXP,35-44,to_inst,59.89208633,North,direct,0,21.0
2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,356500,3.99,0.3993,3875.0,336.0,not_neg,not_int,not_lpsm,508000.0,sb,sr,home,1U,8520.0,CRIF,657,CIB,45-54,to_inst,70.17716535,south,direct,0,49.0
2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,656500,3.875,0.1939,0.0,360.0,not_neg,not_int,not_lpsm,958000.0,sb,pr,home,1U,7320.0,CRIF,827,CIB,45-54,not_inst,68.52818372,North,direct,0,48.0
2019,cf,Male,nopre,type2,p3,l1,nopc,b/c,196500,3.49,0.8567,6974.78,360.0,neg_amm,not_int,not_lpsm,268000.0,sb,pr,home,1U,2820.0,CIB,674,CIB,65-74,to_inst,73.32089552,central,direct,0,52.0
